title,Avg_salary,State,job_category,salary_year
LEVANTURE INC ,"$79,484 per year",VA,Business Analyst,"$79,484 "
Military Credit Services ,"$35,000 per year",VA,Business Analyst,"$35,000 "
GEOBRIDGE Corporation ,"$76,143 per year",VA,Business Analyst,"$76,143 "
JobspringDC ,"$93,000 per year",VA,Business Analyst,"$93,000 "
CipherStaff ,"$72,285 per year",VA,Business Analyst,"$72,285 "
eKuber Ventures Inc ,"$66,069 per year",VA,Business Analyst,"$66,069 "
GSS InfoTech ,"$78,263 per year",VA,Business Analyst,"$78,263 "
TEKenergy LLC ,"$67,535 per year",VA,Business Analyst,"$67,535 "
Infinity Consulting Solutions ,"$89,978 per year",VA,Business Analyst,"$89,978 "
IBM ,"$88,775 per year",VA,Business Analyst,"$88,775 "
Virginia Department of Social Services ,"$70,204 per year",VA,Business Analyst,"$70,204 "
AMG Technology Solutions ,"$62,000 per year",VA,Business Analyst,"$62,000 "
Oceaneast Associates ,"$65,000 per year",VA,Business Analyst,"$65,000 "
"Primastep, LLC ","$94,276 per year",VA,Business Analyst,"$94,276 "
Synechron ,"$82,751 per year",VA,Business Analyst,"$82,751 "
Dexter Systems Inc. ,"$62,450 per year",VA,Business Analyst,"$62,450 "
Amazon.com ,"$102,099 per year",WA,Business Analyst,"$102,099 "
Microsoft ,"$98,849 per year",WA,Business Analyst,"$98,849 "
Seattle Public Schools ,"$96,639 per year",WA,Business Analyst,"$96,639 "
Tech Mahindra ,"$95,551 per year",WA,Business Analyst,"$95,551 "
Milgard Windows & Doors ,"$123,812 per year",WA,Business Analyst,"$123,812 "
Mason Frank International ,"$111,445 per year",WA,Business Analyst,"$111,445 "
Mason Frank ,"$111,096 per year",WA,Business Analyst,"$111,096 "
Starbucks ,"$101,401 per year",WA,Business Analyst,"$101,401 "
HARMAN Connected Services ,"$100,000 per year",WA,Business Analyst,"$100,000 "
Widenet Consulting ,"$95,000 per year",WA,Business Analyst,"$95,000 "
" in Seattle, WA","$82,642 per year",WA,Business Analyst,"$82,642 "
" in Bellevue, WA","$79,840 per year",WA,Business Analyst,"$79,840 "
" in Redmond, WA","$93,183 per year",WA,Business Analyst,"$93,183 "
" in Tacoma, WA","$82,072 per year",WA,Business Analyst,"$82,072 "
" in Bothell, WA","$72,472 per year",WA,Business Analyst,"$72,472 "
T-Mobile ,"$88,644 per year",WA,Business Analyst,"$88,644 "
City of Tacoma ,"$84,204 per year",WA,Business Analyst,"$84,204 "
"King County, WA ","$81,547 per year",WA,Business Analyst,"$81,547 "
Liberty Mutual ,"$78,399 per year",WA,Business Analyst,"$78,399 "
Accenture ,"$91,465 per year",WA,Business Analyst,"$91,465 "
IDEXCEL PVT LTD ,"$90,000 per year",WA,Business Analyst,"$90,000 "
Fannie Mae ,"$85,702 per year",WA,Business Analyst,"$85,702 "
Oracle Recruiting ,"$83,707 per year",WA,Business Analyst,"$83,707 "
"Nagarro, Inc. ","$80,492 per year",WA,Business Analyst,"$80,492 "
"Redolent, Inc ","$80,000 per year",WA,Business Analyst,"$80,000 "
Boeing ,"$77,070 per year",WA,Business Analyst,"$77,070 "
C2S Technologies Inc ,"$69,916 per year",WA,Business Analyst,"$69,916 "
American IT Resource Group Inc. ,"$70,000 per year",WA,Business Analyst,"$70,000 "
Senseeon Inc ,"$70,000 per year",WA,Business Analyst,"$70,000 "
Eb3systems ,"$70,000 per year",WA,Business Analyst,"$70,000 "
Washington State Government ,"$68,798 per year",WA,Business Analyst,"$68,798 "
People Tech Group Inc. ,"$68,000 per year",WA,Business Analyst,"$68,000 "
CodeSmart Inc. ,"$65,180 per year",WA,Business Analyst,"$65,180 "
"Elli, Inc ","$60,000 per year",WA,Business Analyst,"$60,000 "
Staffigo Technical Services LLC ,"$55,000 per year",WA,Business Analyst,"$55,000 "
Nigel Frank International ,"$105,444 per year",WA,Business Analyst,"$105,444 "
CyberCoders ,"$85,254 per year",WA,Business Analyst,"$85,254 "
Huxley Associates ,"$45,936 per year",WA,Business Analyst,"$45,936 "
Capgemini ,"$99,615 per year",WA,Business Analyst,"$99,615 "
Oracle Recruiting ,"$114,891 per year",WI,Business Analyst,"$114,891 "
"Technology Recruiting Solutions,Inc. ","$94,869 per year",WI,Business Analyst,"$94,869 "
Pathfinder Search Group ,"$95,000 per year",WI,Business Analyst,"$95,000 "
3coast ,"$89,182 per year",WI,Business Analyst,"$89,182 "
Mason Frank International ,"$87,204 per year",WI,Business Analyst,"$87,204 "
Sun Plus Data Group Inc. ,"$84,526 per year",WI,Business Analyst,"$84,526 "
"V Dart, Inc. ","$85,000 per year",WI,Business Analyst,"$85,000 "
"Smart Solutions, Inc. ","$82,257 per year",WI,Business Analyst,"$82,257 "
Mason Frank ,"$79,545 per year",WI,Business Analyst,"$79,545 "
Lorventech solutions ,"$80,000 per year",WI,Business Analyst,"$80,000 "
" in Madison, WI","$64,768 per year",WI,Business Analyst,"$64,768 "
" in Milwaukee, WI","$73,743 per year",WI,Business Analyst,"$73,743 "
" in Waukesha, WI","$106,805 per year",WI,Business Analyst,"$106,805 "
" in Green Bay, WI","$58,915 per year",WI,Business Analyst,"$58,915 "
Capgemini ,"$77,123 per year",WI,Business Analyst,"$77,123 "
V-Soft Consulting Group ,"$71,950 per year",WI,Business Analyst,"$71,950 "
"Lightbox Technologies, LLC ","$75,000 per year",WI,Business Analyst,"$75,000 "
Tech Mahindra ,"$74,407 per year",WI,Business Analyst,"$74,407 "
Wisconsin Department of Health Services ,"$69,725 per year",WI,Business Analyst,"$69,725 "
Accenture ,"$69,823 per year",WI,Business Analyst,"$69,823 "
Hitachi Consulting ,"$66,425 per year",WI,Business Analyst,"$66,425 "
Hexacorp LLC ,"$63,209 per year",WI,Business Analyst,"$63,209 "
University of Wisconsin–Madison ,"$62,045 per year",WI,Business Analyst,"$62,045 "
Symphony Corporation ,"$62,471 per year",WI,Business Analyst,"$62,471 "
Global Systems LLC ,"$62,216 per year",WI,Business Analyst,"$62,216 "
Assurant ,"$59,230 per year",WI,Business Analyst,"$59,230 "
SYNAPSIS INC ,"$59,345 per year",WI,Business Analyst,"$59,345 "
Robert Half Finance & Accounting ,"$55,770 per year",WI,Business Analyst,"$55,770 "
American Technology Consulting LLC ,"$55,000 per year",WI,Business Analyst,"$55,000 "
Hewlett Packard Enterprise ,"$48,450 per year",WI,Business Analyst,"$48,450 "
Nigel Frank International ,"$92,042 per year",WI,Business Analyst,"$92,042 "
Kforce ,"$77,596 per year",WI,Business Analyst,"$77,596 "
CyberCoders ,"$74,583 per year",WI,Business Analyst,"$74,583 "
Beacon Hill Staffing ,"$68,259 per year",WI,Business Analyst,"$68,259 "
Google ,"$67,825 per year",CA,Data Analyst,"$67,825 "
Wells Fargo ,"$96,262 per year",CA,Data Analyst,"$96,262 "
First Republic Bank ,"$114,670 per year",CA,Data Analyst,"$114,670 "
Facebook ,"$108,077 per year",CA,Data Analyst,"$108,077 "
Bank of the West ,"$104,264 per year",CA,Data Analyst,"$104,264 "
Adobe ,"$116,452 per year",CA,Data Analyst,"$116,452 "
Intuit ,"$129,432 per year",CA,Data Analyst,"$129,432 "
Tesla ,"$89,382 per year",CA,Data Analyst,"$89,382 "
Genentech ,"$102,422 per year",CA,Data Analyst,"$102,422 "
Randstad ,"$81,276 per year",CA,Data Analyst,"$81,276 "
LinkedIn ,"$108,196 per year",CA,Data Analyst,"$108,196 "
Uber ,"$97,326 per year",CA,Data Analyst,"$97,326 "
Robert Half ,"$75,620 per year",CA,Data Analyst,"$75,620 "
Blue Shield of California ,"$66,490 per year",CA,Data Analyst,"$66,490 "
Medical Professionals ,"$72,981 per year",CA,Data Analyst,"$72,981 "
CyberCoders ,"$97,800 per year",CA,Data Analyst,"$97,800 "
SRS Consulting Inc. ,"$85,062 per year",CA,Data Analyst,"$85,062 "
Emponics Limited ,"$64,999 per year",CA,Data Analyst,"$64,999 "
Jobspring Partners ,"$80,323 per year",CA,Data Analyst,"$80,323 "
Workbridge Associates ,"$79,972 per year",CA,Data Analyst,"$79,972 "
BofI Federal Bank ,"$60,000 per year",CA,Data Analyst,"$60,000 "
Technical Connections ,"$59,787 per year",CA,Data Analyst,"$59,787 "
Capgemini ,"$89,814 per year",CA,Data Analyst,"$89,814 "
Nigel Frank International ,"$109,910 per year",CA,Data Analyst,"$109,910 "
Aston Carter ,"$55,703 per year",CA,Data Analyst,"$55,703 "
Robert Half The Creative Group ,"$49,463 per year",CA,Data Analyst,"$49,463 "
International Solution Sources LLC ,"$65,271 per year",CA,Data Analyst,"$65,271 "
Alliance Resource Group ,"$77,050 per year",CA,Data Analyst,"$77,050 "
Target State ,"$79,382 per year",CA,Data Analyst,"$79,382 "
Nityo Infotech Corp. ,"$104,881 per year",CA,Data Analyst,"$104,881 "
Career Sparks ,"$90,181 per year",CA,Data Analyst,"$90,181 "
Elevano ,"$71,435 per year",CA,Data Analyst,"$71,435 "
University of California-Riverside ,"$69,176 per year",CA,Data Analyst,"$69,176 "
Balance Staffing ,"$50,000 per year",CA,Data Analyst,"$50,000 "
FAITH Resources ,"$49,752 per year",CA,Data Analyst,"$49,752 "
UC San Diego ,"$76,817 per year",CA,Data Analyst,"$76,817 "
Across Borders Management Consulting Group ,"$85,000 per year",CA,Data Analyst,"$85,000 "
vasco systems ,"$85,480 per year",CA,Data Analyst,"$85,480 "
Strategic IT Staffing ,"$82,270 per year",CA,Data Analyst,"$82,270 "
Lyft ,"$110,963 per year",CA,Data Analyst,"$110,963 "
A9.com ,"$129,595 per year",CA,Data Analyst,"$129,595 "
Mindlance ,"$86,414 per year",CA,Data Analyst,"$86,414 "
Green Dot Public Schools ,"$53,670 per year",CA,Data Analyst,"$53,670 "
Kinetic Personnel Group Inc. ,"$72,225 per year",CA,Data Analyst,"$72,225 "
Kforce ,"$89,021 per year",CA,Data Analyst,"$89,021 "
CHOC Children's ,"$100,000 per year",CA,Data Analyst,"$100,000 "
The Creative Group ,"$47,041 per year",CA,Data Analyst,"$47,041 "
Manthan Systems ,"$100,000 per year",CA,Data Analyst,"$100,000 "
BofI Federal Bank - La Jolla (UTC) ,"$60,000 per year",CA,Data Analyst,"$60,000 "
"Bloom Consulting Services, LLC. ","$120,000 per year",CA,Data Analyst,"$120,000 "
Exceed Management ,"$50,000 per year",CA,Data Analyst,"$50,000 "
The ProSource Group ,"$114,675 per year",CA,Data Analyst,"$114,675 "
Swoon Group ,"$115,992 per year",CA,Data Analyst,"$115,992 "
PresenceManager ,"$100,000 per year",CA,Data Analyst,"$100,000 "
SaaS Management Group ,"$60,185 per year",CA,Data Analyst,"$60,185 "
FOCUSKPI INC ,"$79,146 per year",CA,Data Analyst,"$79,146 "
"Kennedy Unlimited Inc, Professional Staffing ","$107,471 per year",CA,Data Analyst,"$107,471 "
BofI Federal Bank - La Jolla ,"$60,000 per year",CA,Data Analyst,"$60,000 "
Nityo Infotech Services Pvt Ltd ,"$90,000 per year",CA,Data Analyst,"$90,000 "
Source Coders ,"$143,231 per year",CA,Data Analyst,"$143,231 "
Feedonomics ,"$35,000 per year",CA,Data Analyst,"$35,000 "
Clinical Management Consultants ,"$94,042 per year",CA,Data Analyst,"$94,042 "
Intelletec ,"$149,432 per year",CA,Data Analyst,"$149,432 "
"MW Partners, Inc ","$50,000 per year",CA,Data Analyst,"$50,000 "
Caravan Health ,"$70,000 per year",CA,Data Analyst,"$70,000 "
Gingold & Company ,"$41,282 per year",CA,Data Analyst,"$41,282 "
Esurance ,"$97,524 per year",CA,Data Analyst,"$97,524 "
Health Plan of San Mateo ,"$73,216 per year",CA,Data Analyst,"$73,216 "
"Super Micro Computer, Inc ","$67,819 per year",CA,Data Analyst,"$67,819 "
Scion Staffing ,"$71,074 per year",CA,Data Analyst,"$71,074 "
Golden Gate Bridge Highway and Transportation District ,"$99,894 per year",CA,Data Analyst,"$99,894 "
Strategic Employment Partners ,"$74,884 per year",CA,Data Analyst,"$74,884 "
Crossroads Staffing Services ,"$67,929 per year",CA,Data Analyst,"$67,929 "
"IOP Publishing, Inc. ","$100,000 per year",CA,Data Analyst,"$100,000 "
Stand! For Families Free of Violence ,"$53,289 per year",CA,Data Analyst,"$53,289 "
BrickRed Systems ,"$40,000 per year",CA,Data Analyst,"$40,000 "
NetEase Information Technology Corporation ,"$87,792 per year",CA,Data Analyst,"$87,792 "
"Fusion Plus Solutions, Inc ","$82,086 per year",CA,Data Analyst,"$82,086 "
"Technical Connections, Inc ","$118,541 per year",CA,Data Analyst,"$118,541 "
Consol Partners LLC ,"$160,000 per year",CA,Data Analyst,"$160,000 "
The Job Jobber ,"$134,174 per year",CA,Data Analyst,"$134,174 "
Big Wednesday Digital ,"$67,538 per year",CA,Data Analyst,"$67,538 "
Rinalytics Advisors ,"$110,000 per year",CA,Data Analyst,"$110,000 "
StyleSeat ,"$87,207 per year",CA,Data Analyst,"$87,207 "
Green PharmaTek Inc ,"$61,000 per year",CA,Data Analyst,"$61,000 "
SJC4 LLC ,"$100,000 per year",CA,Data Analyst,"$100,000 "
Ind Hr Solution ,"$110,000 per year",CA,Data Analyst,"$110,000 "
Blackstone Technology Group ,"$121,587 per year",CA,Data Analyst,"$121,587 "
Alliance College-Ready Public Schools ,"$56,817 per year",CA,Data Analyst,"$56,817 "
Zynga ,"$125,043 per year",CA,Data Analyst,"$125,043 "
Gavin de Becker & Associates ,"$72,115 per year",CA,Data Analyst,"$72,115 "
eNamix Inc. ,"$84,544 per year",CA,Data Analyst,"$84,544 "
"Midland Credit Management, Inc. ","$59,157 per year",CA,Data Analyst,"$59,157 "
"PASONA N A, INC. ","$47,546 per year",CA,Data Analyst,"$47,546 "
Magoosh ,"$112,890 per year",CA,Data Analyst,"$112,890 "
JK ENGINEERING ,"$25,000 per year",CA,Data Analyst,"$25,000 "
Capgemini ,"$77,339 per year",FL,Data Analyst,"$77,339 "
Primary Recruiting Services ,"$66,531 per year",FL,Data Analyst,"$66,531 "
Vaco ,"$64,321 per year",FL,Data Analyst,"$64,321 "
Adventist Health System ,"$56,660 per year",FL,Data Analyst,"$56,660 "
Ascendo Resources ,"$58,901 per year",FL,Data Analyst,"$58,901 "
CST ,"$97,593 per year",FL,Data Analyst,"$97,593 "
Ferreri Search LLC ,"$75,000 per year",FL,Data Analyst,"$75,000 "
"SourceTek, Inc ","$65,000 per year",FL,Data Analyst,"$65,000 "
Principle Solutions Group ,"$62,929 per year",FL,Data Analyst,"$62,929 "
Raretec Consulting ,"$59,184 per year",FL,Data Analyst,"$59,184 "
" in Tampa, FL","$62,254 per year",FL,Data Analyst,"$62,254 "
" in Orlando, FL","$60,687 per year",FL,Data Analyst,"$60,687 "
" in Miami, FL","$57,263 per year",FL,Data Analyst,"$57,263 "
" in Jacksonville, FL","$48,993 per year",FL,Data Analyst,"$48,993 "
" in Boca Raton, FL","$56,752 per year",FL,Data Analyst,"$56,752 "
University of South Florida ,"$57,977 per year",FL,Data Analyst,"$57,977 "
AppleOne ,"$95,000 per year",FL,Data Analyst,"$95,000 "
State of Florida ,"$43,164 per year",FL,Data Analyst,"$43,164 "
Florida Blue (Blue Cross and Blue Shield of Florida) ,"$31,750 per year",FL,Data Analyst,"$31,750 "
Infinix Media ,"$60,000 per year",FL,Data Analyst,"$60,000 "
College Hunks Hauling Junk and Moving ,"$54,774 per year",FL,Data Analyst,"$54,774 "
Capital Staffing Solutions ,"$51,942 per year",FL,Data Analyst,"$51,942 "
Talentlinc ,"$46,257 per year",FL,Data Analyst,"$46,257 "
TEKsystems ,"$75,131 per year",FL,Data Analyst,"$75,131 "
CyberCoders ,"$61,013 per year",FL,Data Analyst,"$61,013 "
Robert Half Technology ,"$52,073 per year",FL,Data Analyst,"$52,073 "
Ultimate ,"$39,000 per year",FL,Data Analyst,"$39,000 "
"Wired4Health, Inc. ","$100,392 per year",FL,Data Analyst,"$100,392 "
Clarity Services Inc. ,"$80,000 per year",FL,Data Analyst,"$80,000 "
Health Family Insurance ,"$40,000 per year",FL,Data Analyst,"$40,000 "
"Palm Beach Accountable Care Organization, LLC ","$50,214 per year",FL,Data Analyst,"$50,214 "
The Caler Group - Call Center Solutions ,"$82,462 per year",FL,Data Analyst,"$82,462 "
Nigel Frank International ,"$79,807 per year",FL,Data Analyst,"$79,807 "
Sanford Rose Associates ,"$59,486 per year",FL,Data Analyst,"$59,486 "
"ECL & Associates, Inc ","$48,270 per year",FL,Data Analyst,"$48,270 "
The Creative Group ,"$82,707 per year",FL,Data Analyst,"$82,707 "
Staffing NOW ,"$35,000 per year",FL,Data Analyst,"$35,000 "
Gravity IT Resources ,"$96,029 per year",FL,Data Analyst,"$96,029 "
"Youth and Family Alternatives, Inc. ","$45,043 per year",FL,Data Analyst,"$45,043 "
SunTrust ,"$94,315 per year",GA,Data Analyst,"$94,315 "
AT&T ,"$87,389 per year",GA,Data Analyst,"$87,389 "
Equifax ,"$87,898 per year",GA,Data Analyst,"$87,898 "
Capgemini ,"$83,713 per year",GA,Data Analyst,"$83,713 "
Emory University ,"$77,639 per year",GA,Data Analyst,"$77,639 "
Perm Hires LLC ,"$103,000 per year",GA,Data Analyst,"$103,000 "
"Talent Logic, Inc. ","$90,000 per year",GA,Data Analyst,"$90,000 "
Principle Solutions Group ,"$85,630 per year",GA,Data Analyst,"$85,630 "
Pyramid Consulting Group ,"$80,000 per year",GA,Data Analyst,"$80,000 "
Conflux Systems INC ,"$77,898 per year",GA,Data Analyst,"$77,898 "
" in Tifton, GA","$59,793 per year",GA,Data Analyst,"$59,793 "
" in Atlanta, GA","$64,535 per year",GA,Data Analyst,"$64,535 "
" in Alpharetta, GA","$62,530 per year",GA,Data Analyst,"$62,530 "
" in Duluth, GA","$64,270 per year",GA,Data Analyst,"$64,270 "
" in Savannah, GA","$50,423 per year",GA,Data Analyst,"$50,423 "
IBM ,"$77,335 per year",GA,Data Analyst,"$77,335 "
Coca-Cola Refreshments ,"$74,190 per year",GA,Data Analyst,"$74,190 "
aquesst ,"$70,000 per year",GA,Data Analyst,"$70,000 "
The Home Depot ,"$65,446 per year",GA,Data Analyst,"$65,446 "
Virtue Group ,"$74,819 per year",GA,Data Analyst,"$74,819 "
Vaco ,"$72,960 per year",GA,Data Analyst,"$72,960 "
Vision3Solutions Inc ,"$70,000 per year",GA,Data Analyst,"$70,000 "
"My3Tech, Inc. ","$70,000 per year",GA,Data Analyst,"$70,000 "
Globalpundit's Information Technology Inc ,"$65,000 per year",GA,Data Analyst,"$65,000 "
Atlanta Public Schools ,"$55,868 per year",GA,Data Analyst,"$55,868 "
Optomi ,"$100,572 per year",GA,Data Analyst,"$100,572 "
firstPRO Inc. ,"$74,842 per year",GA,Data Analyst,"$74,842 "
Savannah-Chatham County Public School System ,"$55,605 per year",GA,Data Analyst,"$55,605 "
Savannah Chatham County Schools ,"$50,490 per year",GA,Data Analyst,"$50,490 "
Foodbuy ,"$49,290 per year",GA,Data Analyst,"$49,290 "
iStaff ,"$94,817 per year",GA,Data Analyst,"$94,817 "
CHASE Professionals ,"$91,650 per year",GA,Data Analyst,"$91,650 "
Nigel Frank International ,"$81,331 per year",GA,Data Analyst,"$81,331 "
Softpath System LLC ,"$61,345 per year",GA,Data Analyst,"$61,345 "
CyberCoders ,"$59,793 per year",GA,Data Analyst,"$59,793 "
Mindlance ,"$50,000 per year",GA,Data Analyst,"$50,000 "
Randstad Professionals ,"$40,000 per year",GA,Data Analyst,"$40,000 "
Next Generation Recruitment & Staffing Agency ,"$50,000 per year",GA,Data Analyst,"$50,000 "
Randstad General Partner (US) LLC ,"$70,000 per year",GA,Data Analyst,"$70,000 "
Acadia Technologies Inc ,"$55,000 per year",GA,Data Analyst,"$55,000 "
FAR Consulting ,"$96,301 per year",GA,Data Analyst,"$96,301 "
TransUnion ,"$80,239 per year",IL,Data Analyst,"$80,239 "
GrubHub ,"$88,559 per year",IL,Data Analyst,"$88,559 "
Capital One ,"$86,091 per year",IL,Data Analyst,"$86,091 "
Capgemini ,"$82,743 per year",IL,Data Analyst,"$82,743 "
Hirewell ,"$65,495 per year",IL,Data Analyst,"$65,495 "
Request Technology ,"$70,034 per year",IL,Data Analyst,"$70,034 "
Horizon Technology Partners ,"$88,502 per year",IL,Data Analyst,"$88,502 "
